,Track Name,Artist,Streams,date,spotify_id,year,Streamstotal,album,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,time_signature,release_date_year,genre1,genre2,genre3,genre4,genre5,genre6,genre7,genre8,genre9,genre10,genres_together,artist_id,artist_followers,artist_popularity,Period,streamstotal_weights
9204,Esclavo de Tus Besos,Manuel Turizo,90418,2019-02-15,3g4UyIcQwutiG0TfW32GnX,2019,2441808,Esclavo de Tus Besos,2019-02-15,0.41425134060761454,0.7368421052631579,0.113,0.805,0.6709999999999999,0.0,0.278,0.8436690387957893,0.1663508904888215,0.522,0.2302344792527165,4,2019-01-01,colombian pop,latin,reggaeton,reggaeton colombiano,tropical,,,,,,"colombian pop,latin,reggaeton,reggaeton colombiano,tropical",0tmwSHipWxN12fsoLcFU3B,5941268,0.8585858585858586,NormalPeriod,0.0028139488038506698
9227,Una Lady Como Tú,Manuel Turizo,78510,2018-01-08,7MHN1aCFtLXjownGhvEQlF,2018,3705788,Una Lady Como Tú,2017-04-10,0.3992403622151956,0.7684210526315789,0.5489999999999999,0.7879999999999999,0.47700000000000004,0.0,0.349,0.7770307939527105,0.038272072754831375,0.86,0.2556777022304124,4,2017-01-01,colombian pop,latin,reggaeton,reggaeton colombiano,tropical,,,,,,"colombian pop,latin,reggaeton,reggaeton colombiano,tropical",0tmwSHipWxN12fsoLcFU3B,5941268,0.8585858585858586,NormalPeriod,0.005084934858017938
9288,Esperándote,Manuel Turizo,37134,2018-01-08,1nfyE13arjOuO54HH0zmqj,2018,4183182,Esperándote,2017-12-07,0.3676374212497668,0.6947368421052632,0.425,0.6970000000000001,0.648,0.0,0.191,0.7844095366149608,0.19856006062902612,0.313,0.8348351019889432,4,2017-01-01,colombian pop,latin,reggaeton,reggaeton colombiano,tropical,,,,,,"colombian pop,latin,reggaeton,reggaeton colombiano,tropical",0tmwSHipWxN12fsoLcFU3B,5941268,0.8585858585858586,NormalPeriod,0.005739995911593754
9349,Una Lady Como Tú (feat. Nicky Jam) - Remix,Manuel Turizo,27824,2018-01-08,7MMRoGvm7uhoUVhGvHJ3yW,2018,1770222,Una Lady Como Tú (feat. Nicky Jam) [Remix],2017-08-04,0.4362033418322195,0.631578947368421,0.392,0.518,0.532,0.0,0.355,0.7752598957137703,0.10212201591511937,0.741,0.25583656351274064,4,2017-01-01,colombian pop,latin,reggaeton,reggaeton colombiano,tropical,,,,,,"colombian pop,latin,reggaeton,reggaeton colombiano,tropical",0tmwSHipWxN12fsoLcFU3B,5941268,0.8585858585858586,NormalPeriod,0.0024290281997324807
9410,B11 (feat. Myke Towers),Rvssian,118934,2020-01-08,4o1DxRjMCHDwBiOKv88rOl,2020,6535620,B11 (feat. Myke Towers),2019-09-18,0.4922888154338498,0.7578947368421053,0.0672,0.759,0.7170000000000001,0.000455,0.131,0.8535729511691208,0.17392951875710494,0.195,0.2872148439982207,4,2019-01-01,latin,latin hip hop,reggaeton,reggaeton flow,trap latino,tropical,,,,,"latin,latin hip hop,reggaeton,reggaeton flow,trap latino,tropical",1fctva4kpRbg2k3v7kwRuS,1024406,0.7373737373737373,NormalPeriod,0.005679867638318628
9472,A Dónde Vamos,Morat,118879,2020-01-08,671sG3ETDxC3L6qcGIrHRM,2020,5472816,A Dónde Vamos,2019-10-31,0.37550407324668617,0.7684210526315789,0.00677,0.627,0.608,0.0,0.233,0.5944970976945528,0.02500947328533536,0.955,0.5991103768189616,4,2019-01-01,colombian pop,latin,latin pop,,,,,,,,"colombian pop,latin,latin pop",5C4PDR4LnhZTbVnKWXuDKD,3407734,0.8282828282828283,NormalPeriod,0.004756223661851883
9534,Presiento,Morat,84404,2020-01-08,2V4hc5gplg7EXlrRUvD4rp,2020,5279687,Balas Perdidas (Edición Especial),2018-10-25,0.3068042114931092,0.7578947368421053,0.168,0.711,0.727,0.0,0.29600000000000004,0.914701734824386,0.26297840090943536,0.465,0.7961619114189489,4,2018-01-01,colombian pop,latin,latin pop,,,,,,,,"colombian pop,latin,latin pop",5C4PDR4LnhZTbVnKWXuDKD,3407734,0.8282828282828283,NormalPeriod,0.004588382331248078
9596,Enamórate De Alguien Más,Morat,43458,2020-01-08,1fXKStjVOTmBEwjAnFSNkc,2020,1949900,Enamórate De Alguien Más,2019-12-12,0.4377030045874851,0.7789473684210526,0.466,0.5920000000000001,0.643,0.0,0.315,0.8340930705407799,0.01686244789693065,0.579,0.5797293003749127,4,2019-01-01,colombian pop,latin,latin pop,,,,,,,,"colombian pop,latin,latin pop",5C4PDR4LnhZTbVnKWXuDKD,3407734,0.8282828282828283,NormalPeriod,0.0016945865744883413
9647,Cuando Nadie Ve,Morat,42321,2020-01-08,71iAechwVKGu26pahzFL0k,2020,7783518,Balas Perdidas,2018-10-25,0.4149306136897444,0.7684210526315789,0.133,0.8059999999999999,0.778,0.0,0.218,0.8679041091398026,0.07275483137552104,0.84,0.2620956980364745,4,2018-01-01,colombian pop,latin,latin pop,,,,,,,,"colombian pop,latin,latin pop",5C4PDR4LnhZTbVnKWXuDKD,3407734,0.8282828282828283,NormalPeriod,0.006764370021584873
9770,Besos En Guerra,Morat,36046,2020-01-08,1mlGScrDQqHqmhdIqE8MmA,2020,5286645,Balas Perdidas,2018-10-25,0.44350313565848826,0.7894736842105263,0.126,0.69,0.973,0.0,0.10099999999999999,0.9003377824418719,0.04926108374384237,0.772,0.566880599860202,4,2018-01-01,colombian pop,latin,latin pop,,,,,,,,"colombian pop,latin,latin pop",5C4PDR4LnhZTbVnKWXuDKD,3407734,0.8282828282828283,NormalPeriod,0.004594429273852976
9888,No Termino,Morat,63459,2020-03-06,3YjguG5v9vS5o8Cnciy76z,2020,185927,No Termino,2020-03-06,0.4633407798246327,0.7578947368421053,0.0443,0.7020000000000001,0.7490000000000001,0.0,0.0839,0.8952546486078773,0.018188707843880263,0.8170000000000001,0.528900044481159,4,2020-01-01,colombian pop,latin,latin pop,,,,,,,,"colombian pop,latin,latin pop",5C4PDR4LnhZTbVnKWXuDKD,3407734,0.8282828282828283,NormalPeriod,0.00016158233654797367
9892,Besos En Guerra,Morat,95792,2018-01-08,1d0c62VFYauOOgxZ2eFUxx,2018,6266395,Besos En Guerra,2017-11-03,0.4385042598076031,0.010526315789473684,0.135,0.6859999999999999,0.97,0.0,0.105,0.9005017545010331,0.0568397120121258,0.763,0.566880599860202,4,2017-01-01,colombian pop,latin,latin pop,,,,,,,,"colombian pop,latin,latin pop",5C4PDR4LnhZTbVnKWXuDKD,3407734,0.8282828282828283,NormalPeriod,0.008598497909111184
9953,"Yo Contigo, Tú Conmigo - The Gong Gong Song / El Tema De La Película ""Gru 3 Mi Villano Favorito""",Morat,37020,2018-01-08,77L1xG4kehRoAB4K37gQEA,2018,1692483,Sobre El Amor Y Sus Efectos Secundarios... Y Unas Cuantas Cosas Más (Edición Especial),2017-06-23,0.3153357857323951,0.5684210526315789,0.272,0.7290000000000001,0.6559999999999999,0.0,0.064,0.7913291575115601,0.26866237211064803,0.878,0.24934231429116094,4,2017-01-01,colombian pop,latin,latin pop,,,,,,,,"colombian pop,latin,latin pop",5C4PDR4LnhZTbVnKWXuDKD,3407734,0.8282828282828283,NormalPeriod,0.0023223578367955137
10013,Amor Con Hielo,Morat,21003,2018-01-08,105pLwtYErO64sPyXsPPAP,2018,954929,Sobre El Amor Y Sus Efectos Secundarios,2017-04-07,0.3775562433328391,0.6421052631578947,0.11,0.65,0.8029999999999999,0.0,0.151,0.8450136096809104,0.03164077302008336,0.575,0.5160704073203279,4,2017-01-01,colombian pop,latin,latin pop,,,,,,,,"colombian pop,latin,latin pop",5C4PDR4LnhZTbVnKWXuDKD,3407734,0.8282828282828283,NormalPeriod,0.001310315581741916
10055,Cómo Te Atreves,Morat,20396,2018-01-08,2z0EshEO4XptiepEb9j3Og,2018,5040663,Sobre El Amor Y Sus Efectos Secundarios,2016-06-17,0.4650963658890106,0.0,0.0815,0.617,0.893,0.0,0.207,0.8682976420817892,0.03410382720727548,0.789,0.4844188854292431,4,2016-01-01,colombian pop,latin,latin pop,,,,,,,,"colombian pop,latin,latin pop",5C4PDR4LnhZTbVnKWXuDKD,3407734,0.8282828282828283,NormalPeriod,0.006916597224725557
10143,Para Que Nadie Se Entere,Morat,37806,2018-02-16,7z1wIFIRL7vklInexuBULL,2018,37806,Para Que Nadie Se Entere,2018-02-16,0.3101551325778413,0.0,0.413,0.37,0.757,0.0,0.27699999999999997,0.8654117338405536,0.02860932171276999,0.648,0.2196606723009468,4,2018-01-01,colombian pop,latin,latin pop,,,,,,,,"colombian pop,latin,latin pop",5C4PDR4LnhZTbVnKWXuDKD,3407734,0.8282828282828283,NormalPeriod,5.1875889080062366e-05
10144,Cuánto Me Duele,Morat,26623,2017-01-08,1PVjdldNeaJxETpW0jpJQo,2017,1429126,Sobre El Amor Y Sus Efectos Secundarios,2016-06-17,0.44022157696594544,0.0,0.39,0.605,0.675,0.0,0.10300000000000001,0.8261240284655494,0.03258810155361879,0.653,0.5547245345364429,4,2016-01-01,colombian pop,latin,latin pop,,,,,,,,"colombian pop,latin,latin pop",5C4PDR4LnhZTbVnKWXuDKD,3407734,0.8282828282828283,NormalPeriod,0.0036735463407190777
10205,Si Te Vas,Sech,115882,2020-01-08,6Y4PDQv4XjYjHLeLmvyOt0,2020,5582048,Si Te Vas,2019-09-26,0.3798188924021871,0.8105263157894737,0.0933,0.73,0.644,4.56e-06,0.14300000000000002,0.8827599776998,0.2061386888973096,0.5539999999999999,0.7584291796403381,4,2019-01-01,panamanian pop,reggaeton,,,,,,,,,"panamanian pop,reggaeton",77ziqFxp5gaInVrF2lj4ht,5326010,0.9292929292929292,NormalPeriod,0.004851153186804193
10267,Otro Trago - Remix,Sech,91031,2020-01-08,4bTZeO72FwMa6wKOiqoynL,2020,4797295,Otro Trago (Remix),2019-07-26,0.5780207321798447,0.8526315789473684,0.0711,0.725,0.79,1.14e-06,0.0602,0.9415603581149772,0.3292913982569155,0.763,0.7704200292304759,4,2019-01-01,panamanian pop,reggaeton,,,,,,,,,"panamanian pop,reggaeton",77ziqFxp5gaInVrF2lj4ht,5326010,0.9292929292929292,NormalPeriod,0.004169153136499332
10329,Otro Trago,Sech,35417,2020-01-08,1Ej96GIBCTvgH7tNX1r3qr,2020,1119608,Sueños,2019-04-19,0.4301114103526958,0.8315789473684211,0.136,0.746,0.7,0.00015900000000000002,0.11,0.8648870232512379,0.6021220159151194,0.619,0.7707758785028913,4,2019-01-01,panamanian pop,reggaeton,,,,,,,,,"panamanian pop,reggaeton",77ziqFxp5gaInVrF2lj4ht,5326010,0.9292929292929292,NormalPeriod,0.000973010249494714
10360,Tabú,Pablo Alborán,115151,2020-01-08,471HeGJPKw07MObixON0Um,2020,6590141,Tabú,2019-11-06,0.3197080082469492,0.7578947368421053,0.0366,0.748,0.8079999999999999,3.66e-05,0.11,0.8231069425769849,0.07332322849564228,0.5529999999999999,0.28753892101417045,4,2019-01-01,latin,latin arena pop,latin pop,spanish pop,,,,,,,"latin,latin arena pop,latin pop,spanish pop",5M9Bb4adKAgrOFOhc05Y50,3268096,0.8080808080808081,NormalPeriod,0.005727249839779051
10422,"Y, ¿Si Fuera Ella? - + Es +",Pablo Alborán,33340,2020-01-08,114xlNyBqwTIkOdrU8LajN,2020,2371079,+ Es + (El Concierto / En Directo En El Estadio Vicente Calderón / 2017),2017-12-08,0.4876750204499466,0.7473684210526316,0.34,0.348,0.536,0.0,0.209,0.8291083199422818,0.015346722243273972,0.19899999999999998,0.6090042574823664,4,2017-01-01,latin,latin arena pop,latin pop,spanish pop,,,,,,,"latin,latin arena pop,latin pop,spanish pop",5M9Bb4adKAgrOFOhc05Y50,3268096,0.8080808080808081,NormalPeriod,0.002060617796015817
10493,La llave (feat. Piso 21),Pablo Alborán,31147,2019-01-08,0nJUoF6tA031X6zvX9ee4R,2019,432043,Prometo,2017-06-01,0.3314087262672987,0.5473684210526316,0.166,0.623,0.731,0.0,0.131,0.8086446069589742,0.3046608563849943,0.435,0.7962063925780009,4,2017-01-01,latin,latin arena pop,latin pop,spanish pop,,,,,,,"latin,latin arena pop,latin pop,spanish pop",5M9Bb4adKAgrOFOhc05Y50,3268096,0.8080808080808081,NormalPeriod,0.0004978879924474221
10507,No vaya a ser,Pablo Alborán,138301,2018-01-08,6ZZOdrcqRZzTCwGlsy00SU,2018,6707409,Prometo,2017-11-17,0.36342784158586333,0.6105263157894737,0.23199999999999998,0.731,0.687,2.33e-05,0.265,0.7753582789492671,0.06707086017430845,0.5770000000000001,0.2875262121115842,4,2017-01-01,latin,latin arena pop,latin pop,spanish pop,,,,,,,"latin,latin arena pop,latin pop,spanish pop",5M9Bb4adKAgrOFOhc05Y50,3268096,0.8080808080808081,NormalPeriod,0.009203639774073217
10568,Saturno,Pablo Alborán,83062,2018-01-08,7en0831Kv3C7qDh1kXhM9U,2018,2643778,Prometo,2017-11-17,0.4966682133682856,0.6421052631578947,0.392,0.278,0.5720000000000001,0.0,0.063,0.7459744859475945,0.033156498673740056,0.311,0.25801614030628456,3,2017-01-01,latin,latin arena pop,latin pop,spanish pop,,,,,,,"latin,latin arena pop,latin pop,spanish pop",5M9Bb4adKAgrOFOhc05Y50,3268096,0.8080808080808081,NormalPeriod,0.0036276869883169107
10629,"Y, ¿Si Fuera Ella? - + Es +",Pablo Alborán,27050,2018-01-08,4nyeESsxQQgftlY1Xfifde,2018,1661838,+ Es + (El Concierto / En Directo En El Estadio Vicente Calderón / 2017),2017-12-08,0.4876750204499466,0.0,0.31,0.449,0.535,0.0,0.214,0.8292067031777786,0.014778325123152709,0.223,0.13093346889496096,4,2017-01-01,latin,latin arena pop,latin pop,spanish pop,,,,,,,"latin,latin arena pop,latin pop,spanish pop",5M9Bb4adKAgrOFOhc05Y50,3268096,0.8080808080808081,NormalPeriod,0.002280307987013508
10690,Prometo,Pablo Alborán,23128,2018-01-08,4Wc0FFBjYDVNJ3Zx3fck6s,2018,482311,Prometo,2017-11-17,0.6242615297038465,0.6210526315789474,0.45399999999999996,0.4,0.564,0.0,0.314,0.7238054635490112,0.18340280409245924,0.327,0.23263010739022685,4,2017-01-01,latin,latin arena pop,latin pop,spanish pop,,,,,,,"latin,latin arena pop,latin pop,spanish pop",5M9Bb4adKAgrOFOhc05Y50,3268096,0.8080808080808081,NormalPeriod,0.0006618079653519008
10711,Boca de hule,Pablo Alborán,21759,2018-01-08,5Wr3Ebe60UsEY6CCqYHeRj,2018,85829,Prometo,2017-11-17,0.496826072605682,0.3894736842105263,0.257,0.654,0.614,0.0,0.0991,0.7523693962548781,0.13262599469496025,0.53,0.599612378471119,4,2017-01-01,latin,latin arena pop,latin pop,spanish pop,,,,,,,"latin,latin arena pop,latin pop,spanish pop",5M9Bb4adKAgrOFOhc05Y50,3268096,0.8080808080808081,NormalPeriod,0.00011777113907455623
10715,Prometo - Versión piano y cuerda,Pablo Alborán,20674,2018-01-08,11iSnFhh2u7BJyzHTazKkm,2018,20674,Prometo,2017-11-17,0.6840901806770726,0.5368421052631579,0.7909999999999999,0.41700000000000004,0.261,0.0,0.175,0.6291607910012135,0.14115195149677906,0.341,0.7819533583275083,4,2017-01-01,latin,latin arena pop,latin pop,spanish pop,,,,,,,"latin,latin arena pop,latin pop,spanish pop",5M9Bb4adKAgrOFOhc05Y50,3268096,0.8080808080808081,NormalPeriod,2.8368040280410765e-05
10716,La llave,Pablo Alborán,19410,2018-01-08,2b1j1UwCRR3TDyBQKGPeQl,2018,19410,Prometo,2017-11-17,0.3605576736332021,0.5263157894736842,0.489,0.431,0.6709999999999999,0.0,0.113,0.7692257239366412,0.09586964759378552,0.327,0.2149202516362712,4,2017-01-01,latin,latin arena pop,latin pop,spanish pop,,,,,,,"latin,latin arena pop,latin pop,spanish pop",5M9Bb4adKAgrOFOhc05Y50,3268096,0.8080808080808081,NormalPeriod,2.6633629768925845e-05
10717,La Rubia - Remix 2,La Nueva Escuela,114998,2020-01-08,7KKTnv81z6DmfPIGsZWjOW,2020,5864147,La Rubia,2019-04-19,0.39405970906064186,0.7157894736842105,0.319,0.758,0.7170000000000001,6.46e-06,0.37799999999999995,0.8804643688715443,0.20424403183023876,0.753,0.3503844443032344,4,2019-01-01,dembow,dominican pop,,,,,,,,,"dembow,dominican pop",7mcJN2bWqCv7jvykgHp4KN,65164,0.5656565656565656,NormalPeriod,0.005096315081299596
10779,Yummy,Justin Bieber,114547,2020-01-08,41L3O37CECZt3N7ziG2z7l,2020,4423894,Yummy,2020-01-03,0.39302166498442936,0.8631578947368421,0.366,0.687,0.514,0.0,0.11599999999999999,0.8011674810612271,0.1259946949602122,0.494,0.5793607421999111,4,2020-01-01,canadian pop,pop,post-teen pop,,,,,,,,"canadian pop,pop,post-teen pop",1uNFoZAHBGtllmzznpCI3s,37296819,0.9393939393939394,NormalPeriod,0.0038446440224419337
10816,Get Me,Justin Bieber,44682,2020-01-31,6zGPytJiZmFuyVq7RTNO9G,2020,44682,Get Me,2020-01-28,0.3332073648509665,0.6842105263157895,0.05,0.8240000000000001,0.503,5.25e-05,0.107,0.7904109139802578,0.2516104585070102,0.784,0.3472707631696003,5,2020-01-01,canadian pop,pop,post-teen pop,,,,,,,,"canadian pop,pop,post-teen pop",1uNFoZAHBGtllmzznpCI3s,37296819,0.9393939393939394,NormalPeriod,3.8831487420528264e-05
10817,Intentions,Justin Bieber,58084,2020-02-07,364dI1bYnvamSnBJ8JcNzN,2020,388871,Intentions,2020-02-07,0.3988624567680952,0.9157894736842104,0.317,0.8109999999999999,0.5529999999999999,0.0,0.105,0.8001180598825961,0.06062902614626753,0.86,0.5926606087564339,4,2020-01-01,canadian pop,pop,post-teen pop,,,,,,,,"canadian pop,pop,post-teen pop",1uNFoZAHBGtllmzznpCI3s,37296819,0.9393939393939394,NormalPeriod,0.0003379535236719092
10824,Yummy,Justin Bieber,133375,2020-02-14,16wAOAZ2OkqoIDN7TpChjR,2020,2000193,Changes,2020-02-14,0.3884628815529522,0.8210526315789474,0.345,0.6759999999999999,0.506,0.0,0.11800000000000001,0.7998557045879382,0.13755210306934446,0.49700000000000005,0.5788587405477538,4,2020-01-01,canadian pop,pop,post-teen pop,,,,,,,,"canadian pop,pop,post-teen pop",1uNFoZAHBGtllmzznpCI3s,37296819,0.9393939393939394,NormalPeriod,0.0017382943762170157
10849,Intentions (feat. Quavo),Justin Bieber,81640,2020-02-14,4umIPjkehX1r7uhmGvXiSV,2020,1444352,Changes,2020-02-14,0.3988576731548408,0.9052631578947368,0.3,0.8059999999999999,0.546,0.0,0.102,0.8003476207654215,0.0649867374005305,0.8740000000000001,0.5924826841202261,4,2020-01-01,canadian pop,pop,post-teen pop,,,,,,,,"canadian pop,pop,post-teen pop",1uNFoZAHBGtllmzznpCI3s,37296819,0.9393939393939394,NormalPeriod,0.0012552333494206805
10874,Forever (feat. Post Malone & Clever),Justin Bieber,59038,2020-02-14,2ZlCGeK30BLRNSPC832pNZ,2020,244107,Changes,2020-02-14,0.415760570589389,0.8210526315789474,0.5379999999999999,0.825,0.483,1.4800000000000002e-05,0.204,0.8295674417079328,0.10761652140962484,0.892,0.5416089470674207,4,2020-01-01,canadian pop,pop,post-teen pop,,,,,,,,"canadian pop,pop,post-teen pop",1uNFoZAHBGtllmzznpCI3s,37296819,0.9393939393939394,NormalPeriod,0.0002121444407090751
10880,Friends (with BloodPop®),Justin Bieber,21889,2018-01-08,7nZmah2llfvLDiUjm0kiyz,2018,311309,Friends (with BloodPop®),2017-08-17,0.3428893980779442,0.03157894736842105,0.0045899999999999995,0.7440000000000001,0.7390000000000001,0.0,0.306,0.8425540287934935,0.029367184539598332,0.649,0.31926669632077265,4,2017-01-01,canadian pop,pop,post-teen pop,,,,,,,,"canadian pop,pop,post-teen pop",1uNFoZAHBGtllmzznpCI3s,37296819,0.9393939393939394,NormalPeriod,0.00042716582430368555
10894,Love Yourself,Justin Bieber,22970,2017-01-08,3hB5DgAiMAQ4DzYbsMq1IT,2017,1256267,Purpose (Deluxe),2015-11-13,0.4487364085588408,0.03157894736842105,0.835,0.609,0.37799999999999995,0.0,0.28,0.6957006526087954,0.7859037514209928,0.515,0.29021414500857856,4,2015-01-01,canadian pop,pop,post-teen pop,,,,,,,,"canadian pop,pop,post-teen pop",1uNFoZAHBGtllmzznpCI3s,37296819,0.9393939393939394,NormalPeriod,0.0032292149473287404
10955,Sorry,Justin Bieber,16893,2017-01-08,69bp2EbF7Q2rqc5N3ylezZ,2017,540838,Purpose (Deluxe),2015-11-13,0.3699646490980497,0.03157894736842105,0.0797,0.654,0.76,0.0,0.299,0.8976814350834618,0.04130352406214475,0.41,0.2872084895469276,4,2015-01-01,canadian pop,pop,post-teen pop,,,,,,,,"canadian pop,pop,post-teen pop",1uNFoZAHBGtllmzznpCI3s,37296819,0.9393939393939394,NormalPeriod,0.0013902157373260472
10987,What Do You Mean?,Justin Bieber,13388,2017-01-08,3pzjHKrQSvXGHQ98dx18HI,2017,44650,Purpose (Deluxe),2015-11-13,0.3816701507316537,0.03157894736842105,0.59,0.845,0.5670000000000001,0.0014199999999999998,0.0811,0.7517790968418979,0.13717317165593024,0.7929999999999999,0.4465463557221834,4,2015-01-01,canadian pop,pop,post-teen pop,,,,,,,,"canadian pop,pop,post-teen pop",1uNFoZAHBGtllmzznpCI3s,37296819,0.9393939393939394,NormalPeriod,0.00011477213633584919
10990,Qué Bonito Es Querer,Manuel Carrasco,109363,2020-01-08,6uzGmmQ4CuG9HvZktEy0LF,2020,5914501,La Cruz Del Mapa,2018-12-07,0.5359584208335925,0.7263157894736842,0.6,0.609,0.718,0.0,0.08199999999999999,0.7826386383760208,0.04130352406214475,0.426,0.2490500095316769,4,2018-01-01,carnaval cadiz,latin pop,spanish pop,,,,,,,,"carnaval cadiz,latin pop,spanish pop",7qAoXV4U0qDxQAUqhszjAA,1441604,0.696969696969697,NormalPeriod,0.005140075895891004
11052,Déjame Ser,Manuel Carrasco,37886,2020-01-08,3cJGFgemiI7gROm7AzRAiR,2020,4271768,La Cruz Del Mapa,2018-12-07,0.4457514338880729,0.6421052631578947,0.312,0.625,0.8540000000000001,0.0,0.12300000000000001,0.8232381202243138,0.18908677529367185,0.737,0.7448052360678655,4,2018-01-01,carnaval cadiz,latin pop,spanish pop,,,,,,,,"carnaval cadiz,latin pop,spanish pop",7qAoXV4U0qDxQAUqhszjAA,1441604,0.696969696969697,NormalPeriod,0.0037124368952915084
11158,Me Dijeron De Pequeño,Manuel Carrasco,28310,2019-01-08,5C5BBcHPPK95HC3Qvg9nmH,2019,738156,La Cruz Del Mapa,2018-12-07,0.6679981056891512,0.5789473684210527,0.536,0.38,0.581,0.0,0.0941,0.8061194372478929,0.11311102690413034,0.418,0.6950625913452373,3,2018-01-01,carnaval cadiz,latin pop,spanish pop,,,,,,,,"carnaval cadiz,latin pop,spanish pop",7qAoXV4U0qDxQAUqhszjAA,1441604,0.696969696969697,NormalPeriod,0.0008506537750941905
11183,Uno X Uno,Manuel Carrasco,22156,2018-01-11,5UT0srpbH055rM8lyCNTJV,2018,1367918,Bailar El Viento,2015-10-30,0.4391691820499696,0.0,0.456,0.61,0.6779999999999999,0.0,0.0648,0.7924113731020235,0.04452444107616521,0.5489999999999999,0.22391815466734447,4,2015-01-01,carnaval cadiz,latin pop,spanish pop,,,,,,,,"carnaval cadiz,latin pop,spanish pop",7qAoXV4U0qDxQAUqhszjAA,1441604,0.696969696969697,NormalPeriod,0.0018770026566846732
11245,Yo Quiero Vivir,Manuel Carrasco,19862,2017-01-08,5B4xLzV6cWqP8L8hjf43HK,2017,756616,Bailar El Viento,2015-10-30,0.4711548120757533,0.0,0.145,0.6920000000000001,0.7390000000000001,0.0,0.146,0.8176302758010036,0.15308829101932547,0.732,0.4017220563004384,4,2015-01-01,carnaval cadiz,latin pop,spanish pop,,,,,,,,"carnaval cadiz,latin pop,spanish pop",7qAoXV4U0qDxQAUqhszjAA,1441604,0.696969696969697,NormalPeriod,0.0019448697582505011
11285,Ya No,Manuel Carrasco,15236,2017-01-08,6WjGi2WtgBNOkalkUcDgEn,2017,436900,Bailar El Viento,2015-10-30,0.43065435045707423,0.0,0.41700000000000004,0.505,0.7759999999999999,0.0,0.0691,0.8172695372708491,0.10515346722243274,0.469,0.5416280104213002,4,2015-01-01,carnaval cadiz,latin pop,spanish pop,,,,,,,,"carnaval cadiz,latin pop,spanish pop",7qAoXV4U0qDxQAUqhszjAA,1441604,0.696969696969697,NormalPeriod,0.0011230447114251403
11313,Indios y Vaqueros,Sinsinati,107477,2020-01-08,3u5GmyJP2MU3tEJgyiAG2T,2020,5938381,Indios y Vaqueros,2018-08-01,0.3298157830535717,0.7473684210526316,0.0607,0.606,0.797,0.0,0.366,0.8136949463811366,0.08904888215233042,0.851,0.2876533011374468,4,2018-01-01,spanish pop,,,,,,,,,,spanish pop,2rGri7YZ2eiCS58zgvmlQb,48934,0.6464646464646465,NormalPeriod,0.005160829128056131
11375,Memories,Maroon 5,106869,2020-01-08,2b8fOow8UzyDFAE27YhOZM,2020,5513401,Memories,2019-09-20,0.3429372342104885,0.9578947368421052,0.8370000000000001,0.764,0.32,0.0,0.0822,0.7815892171973896,0.05949223190602501,0.575,0.2304886573044418,4,2019-01-01,pop,pop rock,,,,,,,,,"pop,pop rock",04gDigrS5kc9YWfZHwBETP,26584430,0.898989898989899,NormalPeriod,0.00479149459683604
11437,Girls Like You (feat. Cardi B),Maroon 5,85826,2019-01-08,7fa9MBXhVfQ8P8Df9OEbD8,2019,4043222,Red Pill Blues (Deluxe),2018-06-15,0.4531014556535133,0.8210526315789474,0.568,0.851,0.541,0.0,0.13,0.7941822713409635,0.05172413793103449,0.44799999999999995,0.4461587341933024,4,2018-01-01,pop,pop rock,,,,,,,,,"pop,pop rock",04gDigrS5kc9YWfZHwBETP,26584430,0.898989898989899,NormalPeriod,0.004659424373498126
11498,What Lovers Do (feat. SZA),Maroon 5,73409,2018-01-08,3hBBKuWJfxlIlnd9QFoC8k,2018,2977541,Red Pill Blues (Deluxe),2017-11-03,0.36772352628834665,0.06315789473684211,0.0786,0.795,0.615,2.98e-06,0.0855,0.8471124520381728,0.08317544524441077,0.39299999999999996,0.3511596873609964,4,2017-01-01,pop,pop rock,,,,,,,,,"pop,pop rock",04gDigrS5kc9YWfZHwBETP,26584430,0.898989898989899,NormalPeriod,0.00408566329808332
11559,Don't Wanna Know,Maroon 5,96206,2017-01-08,5MFzQMkrl1FOOng9tq6R9r,2017,5578296,Don't Wanna Know,2016-10-11,0.4027180490511703,0.021052631578947368,0.33799999999999997,0.7829999999999999,0.623,0.0,0.0975,0.8171055652116879,0.10761652140962484,0.447,0.2878629980301201,4,2016-01-01,pop,pop rock,,,,,,,,,"pop,pop rock",04gDigrS5kc9YWfZHwBETP,26584430,0.898989898989899,NormalPeriod,0.01433892383054249
11620,Cold,Maroon 5,15716,2017-02-15,5NNlUMcOEOdoOIwwaWXv0k,2017,961314,Cold,2017-02-14,0.4501427908556449,0.010526315789473684,0.139,0.703,0.715,0.0,0.0456,0.8118912537303643,0.1720348616900341,0.49700000000000005,0.2870750460697719,4,2017-01-01,pop,pop rock,,,,,,,,,"pop,pop rock",04gDigrS5kc9YWfZHwBETP,26584430,0.898989898989899,NormalPeriod,0.002471042810068545
11642,ROXANNE,Arizona Zervas,106498,2020-01-08,696DnlkuDOXcMAnKlTgXXK,2020,4804644,ROXANNE,2019-10-10,0.2811090328969084,0.9473684210526316,0.0522,0.621,0.601,0.0,0.46,0.8338307152461221,0.2364532019704433,0.457,0.3938997267585944,5,2019-01-01,pop rap,rhode island rap,,,,,,,,,"pop rap,rhode island rap",0vRvGUQVUjytro0xpb26bs,478881,0.8080808080808081,NormalPeriod,0.004175539882863717
