,Position,Track Name,Artist,Streams,date,spotify_id,year,Streamstotal,album,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,time_signature
0,5,Rojo,J Balvin,327388,2020-03-14,4uziEsK1yiqdauKVDPsmVG,2020,1959771,Rojo,2020-02-27,150853,84,0.15,0.652,0.595,0.000115,0.0842,-4.04,0.113,0.444,172.27,4
1,5,Rojo,J Balvin,303106,2020-03-15,4uziEsK1yiqdauKVDPsmVG,2020,1959771,Rojo,2020-02-27,150853,84,0.15,0.652,0.595,0.000115,0.0842,-4.04,0.113,0.444,172.27,4
2,5,Rojo,J Balvin,326017,2020-03-16,4uziEsK1yiqdauKVDPsmVG,2020,1959771,Rojo,2020-02-27,150853,84,0.15,0.652,0.595,0.000115,0.0842,-4.04,0.113,0.444,172.27,4
3,4,Rojo,J Balvin,335791,2020-03-17,4uziEsK1yiqdauKVDPsmVG,2020,1959771,Rojo,2020-02-27,150853,84,0.15,0.652,0.595,0.000115,0.0842,-4.04,0.113,0.444,172.27,4
4,4,Rojo,J Balvin,335856,2020-03-18,4uziEsK1yiqdauKVDPsmVG,2020,1959771,Rojo,2020-02-27,150853,84,0.15,0.652,0.595,0.000115,0.0842,-4.04,0.113,0.444,172.27,4
5,4,Rojo,J Balvin,331613,2020-03-19,4uziEsK1yiqdauKVDPsmVG,2020,1959771,Rojo,2020-02-27,150853,84,0.15,0.652,0.595,0.000115,0.0842,-4.04,0.113,0.444,172.27,4
6,14,Se iluminaba,Fred De Palma,200022,2020-03-14,3VPOZWtj8mM89IiRNygxgS,2020,10362889,Uebe,2019-09-13,174291,76,0.0811,0.791,0.693,0.0,0.0708,-4.98,0.0639,0.624,123.923,4
7,14,Se iluminaba,Fred De Palma,186287,2020-03-15,3VPOZWtj8mM89IiRNygxgS,2020,10362889,Uebe,2019-09-13,174291,76,0.0811,0.791,0.693,0.0,0.0708,-4.98,0.0639,0.624,123.923,4
8,11,Se iluminaba,Fred De Palma,199116,2020-03-16,3VPOZWtj8mM89IiRNygxgS,2020,10362889,Uebe,2019-09-13,174291,76,0.0811,0.791,0.693,0.0,0.0708,-4.98,0.0639,0.624,123.923,4
9,11,Se iluminaba,Fred De Palma,206690,2020-03-17,3VPOZWtj8mM89IiRNygxgS,2020,10362889,Uebe,2019-09-13,174291,76,0.0811,0.791,0.693,0.0,0.0708,-4.98,0.0639,0.624,123.923,4
10,11,Se iluminaba,Fred De Palma,211934,2020-03-18,3VPOZWtj8mM89IiRNygxgS,2020,10362889,Uebe,2019-09-13,174291,76,0.0811,0.791,0.693,0.0,0.0708,-4.98,0.0639,0.624,123.923,4
11,11,Se iluminaba,Fred De Palma,206593,2020-03-19,3VPOZWtj8mM89IiRNygxgS,2020,10362889,Uebe,2019-09-13,174291,76,0.0811,0.791,0.693,0.0,0.0708,-4.98,0.0639,0.624,123.923,4
12,21,Se iluminaba,Fred De Palma,193632,2020-03-20,3VPOZWtj8mM89IiRNygxgS,2020,10362889,Uebe,2019-09-13,174291,76,0.0811,0.791,0.693,0.0,0.0708,-4.98,0.0639,0.624,123.923,4
13,17,Se iluminaba,Fred De Palma,190304,2020-03-21,3VPOZWtj8mM89IiRNygxgS,2020,10362889,Uebe,2019-09-13,174291,76,0.0811,0.791,0.693,0.0,0.0708,-4.98,0.0639,0.624,123.923,4
14,17,Se iluminaba,Fred De Palma,171525,2020-03-22,3VPOZWtj8mM89IiRNygxgS,2020,10362889,Uebe,2019-09-13,174291,76,0.0811,0.791,0.693,0.0,0.0708,-4.98,0.0639,0.624,123.923,4
15,17,Se iluminaba,Fred De Palma,186887,2020-03-23,3VPOZWtj8mM89IiRNygxgS,2020,10362889,Uebe,2019-09-13,174291,76,0.0811,0.791,0.693,0.0,0.0708,-4.98,0.0639,0.624,123.923,4
16,14,Se iluminaba,Fred De Palma,189407,2020-03-24,3VPOZWtj8mM89IiRNygxgS,2020,10362889,Uebe,2019-09-13,174291,76,0.0811,0.791,0.693,0.0,0.0708,-4.98,0.0639,0.624,123.923,4
17,14,Se iluminaba,Fred De Palma,194484,2020-03-25,3VPOZWtj8mM89IiRNygxgS,2020,10362889,Uebe,2019-09-13,174291,76,0.0811,0.791,0.693,0.0,0.0708,-4.98,0.0639,0.624,123.923,4
18,13,Se iluminaba,Fred De Palma,196091,2020-03-26,3VPOZWtj8mM89IiRNygxgS,2020,10362889,Uebe,2019-09-13,174291,76,0.0811,0.791,0.693,0.0,0.0708,-4.98,0.0639,0.624,123.923,4
19,17,Se iluminaba,Fred De Palma,185331,2020-03-27,3VPOZWtj8mM89IiRNygxgS,2020,10362889,Uebe,2019-09-13,174291,76,0.0811,0.791,0.693,0.0,0.0708,-4.98,0.0639,0.624,123.923,4
20,16,Se iluminaba,Fred De Palma,195872,2020-03-28,3VPOZWtj8mM89IiRNygxgS,2020,10362889,Uebe,2019-09-13,174291,76,0.0811,0.791,0.693,0.0,0.0708,-4.98,0.0639,0.624,123.923,4
21,16,Se iluminaba,Fred De Palma,174873,2020-03-29,3VPOZWtj8mM89IiRNygxgS,2020,10362889,Uebe,2019-09-13,174291,76,0.0811,0.791,0.693,0.0,0.0708,-4.98,0.0639,0.624,123.923,4
22,16,Se iluminaba,Fred De Palma,169422,2020-03-30,3VPOZWtj8mM89IiRNygxgS,2020,10362889,Uebe,2019-09-13,174291,76,0.0811,0.791,0.693,0.0,0.0708,-4.98,0.0639,0.624,123.923,4
23,16,Se iluminaba,Fred De Palma,165076,2020-03-31,3VPOZWtj8mM89IiRNygxgS,2020,10362889,Uebe,2019-09-13,174291,76,0.0811,0.791,0.693,0.0,0.0708,-4.98,0.0639,0.624,123.923,4
24,16,Se iluminaba,Fred De Palma,173812,2020-04-01,3VPOZWtj8mM89IiRNygxgS,2020,10362889,Uebe,2019-09-13,174291,76,0.0811,0.791,0.693,0.0,0.0708,-4.98,0.0639,0.624,123.923,4
25,16,Se iluminaba,Fred De Palma,169478,2020-04-02,3VPOZWtj8mM89IiRNygxgS,2020,10362889,Uebe,2019-09-13,174291,76,0.0811,0.791,0.693,0.0,0.0708,-4.98,0.0639,0.624,123.923,4
26,18,Se iluminaba,Fred De Palma,169582,2020-04-03,3VPOZWtj8mM89IiRNygxgS,2020,10362889,Uebe,2019-09-13,174291,76,0.0811,0.791,0.693,0.0,0.0708,-4.98,0.0639,0.624,123.923,4
27,15,Se iluminaba,Fred De Palma,177658,2020-04-04,3VPOZWtj8mM89IiRNygxgS,2020,10362889,Uebe,2019-09-13,174291,76,0.0811,0.791,0.693,0.0,0.0708,-4.98,0.0639,0.624,123.923,4
28,17,Se iluminaba,Fred De Palma,158421,2020-04-05,3VPOZWtj8mM89IiRNygxgS,2020,10362889,Uebe,2019-09-13,174291,76,0.0811,0.791,0.693,0.0,0.0708,-4.98,0.0639,0.624,123.923,4
29,16,Se iluminaba,Fred De Palma,165773,2020-04-06,3VPOZWtj8mM89IiRNygxgS,2020,10362889,Uebe,2019-09-13,174291,76,0.0811,0.791,0.693,0.0,0.0708,-4.98,0.0639,0.624,123.923,4
30,16,Se iluminaba,Fred De Palma,170838,2020-04-07,3VPOZWtj8mM89IiRNygxgS,2020,10362889,Uebe,2019-09-13,174291,76,0.0811,0.791,0.693,0.0,0.0708,-4.98,0.0639,0.624,123.923,4
31,15,Se iluminaba,Fred De Palma,182801,2020-04-08,3VPOZWtj8mM89IiRNygxgS,2020,10362889,Uebe,2019-09-13,174291,76,0.0811,0.791,0.693,0.0,0.0708,-4.98,0.0639,0.624,123.923,4
32,16,Se iluminaba,Fred De Palma,169741,2020-04-09,3VPOZWtj8mM89IiRNygxgS,2020,10362889,Uebe,2019-09-13,174291,76,0.0811,0.791,0.693,0.0,0.0708,-4.98,0.0639,0.624,123.923,4
33,18,Se iluminaba,Fred De Palma,167311,2020-04-10,3VPOZWtj8mM89IiRNygxgS,2020,10362889,Uebe,2019-09-13,174291,76,0.0811,0.791,0.693,0.0,0.0708,-4.98,0.0639,0.624,123.923,4
34,17,Se iluminaba,Fred De Palma,173176,2020-04-11,3VPOZWtj8mM89IiRNygxgS,2020,10362889,Uebe,2019-09-13,174291,76,0.0811,0.791,0.693,0.0,0.0708,-4.98,0.0639,0.624,123.923,4
35,17,Se iluminaba,Fred De Palma,160424,2020-04-12,3VPOZWtj8mM89IiRNygxgS,2020,10362889,Uebe,2019-09-13,174291,76,0.0811,0.791,0.693,0.0,0.0708,-4.98,0.0639,0.624,123.923,4
36,19,Se iluminaba,Fred De Palma,156446,2020-04-13,3VPOZWtj8mM89IiRNygxgS,2020,10362889,Uebe,2019-09-13,174291,76,0.0811,0.791,0.693,0.0,0.0708,-4.98,0.0639,0.624,123.923,4
37,18,Se iluminaba,Fred De Palma,164639,2020-04-14,3VPOZWtj8mM89IiRNygxgS,2020,10362889,Uebe,2019-09-13,174291,76,0.0811,0.791,0.693,0.0,0.0708,-4.98,0.0639,0.624,123.923,4
38,18,Se iluminaba,Fred De Palma,155736,2020-04-15,3VPOZWtj8mM89IiRNygxgS,2020,10362889,Uebe,2019-09-13,174291,76,0.0811,0.791,0.693,0.0,0.0708,-4.98,0.0639,0.624,123.923,4
39,19,Se iluminaba,Fred De Palma,159852,2020-04-16,3VPOZWtj8mM89IiRNygxgS,2020,10362889,Uebe,2019-09-13,174291,76,0.0811,0.791,0.693,0.0,0.0708,-4.98,0.0639,0.624,123.923,4
40,21,Se iluminaba,Fred De Palma,160279,2020-04-17,3VPOZWtj8mM89IiRNygxgS,2020,10362889,Uebe,2019-09-13,174291,76,0.0811,0.791,0.693,0.0,0.0708,-4.98,0.0639,0.624,123.923,4
41,19,Se iluminaba,Fred De Palma,167687,2020-04-18,3VPOZWtj8mM89IiRNygxgS,2020,10362889,Uebe,2019-09-13,174291,76,0.0811,0.791,0.693,0.0,0.0708,-4.98,0.0639,0.624,123.923,4
42,20,Se iluminaba,Fred De Palma,144562,2020-04-19,3VPOZWtj8mM89IiRNygxgS,2020,10362889,Uebe,2019-09-13,174291,76,0.0811,0.791,0.693,0.0,0.0708,-4.98,0.0639,0.624,123.923,4
43,21,Se iluminaba,Fred De Palma,151593,2020-04-20,3VPOZWtj8mM89IiRNygxgS,2020,10362889,Uebe,2019-09-13,174291,76,0.0811,0.791,0.693,0.0,0.0708,-4.98,0.0639,0.624,123.923,4
44,22,Se iluminaba,Fred De Palma,143445,2020-04-21,3VPOZWtj8mM89IiRNygxgS,2020,10362889,Uebe,2019-09-13,174291,76,0.0811,0.791,0.693,0.0,0.0708,-4.98,0.0639,0.624,123.923,4
45,21,Se iluminaba,Fred De Palma,151534,2020-04-22,3VPOZWtj8mM89IiRNygxgS,2020,10362889,Uebe,2019-09-13,174291,76,0.0811,0.791,0.693,0.0,0.0708,-4.98,0.0639,0.624,123.923,4
46,21,Se iluminaba,Fred De Palma,156589,2020-04-23,3VPOZWtj8mM89IiRNygxgS,2020,10362889,Uebe,2019-09-13,174291,76,0.0811,0.791,0.693,0.0,0.0708,-4.98,0.0639,0.624,123.923,4
47,22,Se iluminaba,Fred De Palma,159596,2020-04-24,3VPOZWtj8mM89IiRNygxgS,2020,10362889,Uebe,2019-09-13,174291,76,0.0811,0.791,0.693,0.0,0.0708,-4.98,0.0639,0.624,123.923,4
48,21,Se iluminaba,Fred De Palma,160337,2020-04-25,3VPOZWtj8mM89IiRNygxgS,2020,10362889,Uebe,2019-09-13,174291,76,0.0811,0.791,0.693,0.0,0.0708,-4.98,0.0639,0.624,123.923,4
49,25,Se iluminaba,Fred De Palma,140741,2020-04-26,3VPOZWtj8mM89IiRNygxgS,2020,10362889,Uebe,2019-09-13,174291,76,0.0811,0.791,0.693,0.0,0.0708,-4.98,0.0639,0.624,123.923,4
50,24,Se iluminaba,Fred De Palma,142818,2020-04-27,3VPOZWtj8mM89IiRNygxgS,2020,10362889,Uebe,2019-09-13,174291,76,0.0811,0.791,0.693,0.0,0.0708,-4.98,0.0639,0.624,123.923,4
51,23,Se iluminaba,Fred De Palma,145031,2020-04-28,3VPOZWtj8mM89IiRNygxgS,2020,10362889,Uebe,2019-09-13,174291,76,0.0811,0.791,0.693,0.0,0.0708,-4.98,0.0639,0.624,123.923,4
52,21,Se iluminaba,Fred De Palma,151863,2020-04-29,3VPOZWtj8mM89IiRNygxgS,2020,10362889,Uebe,2019-09-13,174291,76,0.0811,0.791,0.693,0.0,0.0708,-4.98,0.0639,0.624,123.923,4
53,20,Se iluminaba,Fred De Palma,151899,2020-04-30,3VPOZWtj8mM89IiRNygxgS,2020,10362889,Uebe,2019-09-13,174291,76,0.0811,0.791,0.693,0.0,0.0708,-4.98,0.0639,0.624,123.923,4
54,18,Se iluminaba,Fred De Palma,167175,2020-05-01,3VPOZWtj8mM89IiRNygxgS,2020,10362889,Uebe,2019-09-13,174291,76,0.0811,0.791,0.693,0.0,0.0708,-4.98,0.0639,0.624,123.923,4
55,17,Se iluminaba,Fred De Palma,196763,2020-05-02,3VPOZWtj8mM89IiRNygxgS,2020,10362889,Uebe,2019-09-13,174291,76,0.0811,0.791,0.693,0.0,0.0708,-4.98,0.0639,0.624,123.923,4
56,16,Se iluminaba,Fred De Palma,182188,2020-05-03,3VPOZWtj8mM89IiRNygxgS,2020,10362889,Uebe,2019-09-13,174291,76,0.0811,0.791,0.693,0.0,0.0708,-4.98,0.0639,0.624,123.923,4
57,19,Se iluminaba,Fred De Palma,171321,2020-05-04,3VPOZWtj8mM89IiRNygxgS,2020,10362889,Uebe,2019-09-13,174291,76,0.0811,0.791,0.693,0.0,0.0708,-4.98,0.0639,0.624,123.923,4
58,18,Se iluminaba,Fred De Palma,170654,2020-05-05,3VPOZWtj8mM89IiRNygxgS,2020,10362889,Uebe,2019-09-13,174291,76,0.0811,0.791,0.693,0.0,0.0708,-4.98,0.0639,0.624,123.923,4
59,18,Se iluminaba,Fred De Palma,174543,2020-05-06,3VPOZWtj8mM89IiRNygxgS,2020,10362889,Uebe,2019-09-13,174291,76,0.0811,0.791,0.693,0.0,0.0708,-4.98,0.0639,0.624,123.923,4
60,19,Se iluminaba,Fred De Palma,165479,2020-05-07,3VPOZWtj8mM89IiRNygxgS,2020,10362889,Uebe,2019-09-13,174291,76,0.0811,0.791,0.693,0.0,0.0708,-4.98,0.0639,0.624,123.923,4
61,19,Se iluminaba,Fred De Palma,168795,2020-05-08,3VPOZWtj8mM89IiRNygxgS,2020,10362889,Uebe,2019-09-13,174291,76,0.0811,0.791,0.693,0.0,0.0708,-4.98,0.0639,0.624,123.923,4
62,19,Se iluminaba,Fred De Palma,163197,2020-05-09,3VPOZWtj8mM89IiRNygxgS,2020,10362889,Uebe,2019-09-13,174291,76,0.0811,0.791,0.693,0.0,0.0708,-4.98,0.0639,0.624,123.923,4
63,29,Se iluminaba,Fred De Palma,135382,2020-05-10,3VPOZWtj8mM89IiRNygxgS,2020,10362889,Uebe,2019-09-13,174291,76,0.0811,0.791,0.693,0.0,0.0708,-4.98,0.0639,0.624,123.923,4
64,30,Se iluminaba,Fred De Palma,151369,2020-05-11,3VPOZWtj8mM89IiRNygxgS,2020,10362889,Uebe,2019-09-13,174291,76,0.0811,0.791,0.693,0.0,0.0708,-4.98,0.0639,0.624,123.923,4
65,31,Se iluminaba,Fred De Palma,139605,2020-05-12,3VPOZWtj8mM89IiRNygxgS,2020,10362889,Uebe,2019-09-13,174291,76,0.0811,0.791,0.693,0.0,0.0708,-4.98,0.0639,0.624,123.923,4
66,29,Se iluminaba,Fred De Palma,149210,2020-05-13,3VPOZWtj8mM89IiRNygxgS,2020,10362889,Uebe,2019-09-13,174291,76,0.0811,0.791,0.693,0.0,0.0708,-4.98,0.0639,0.624,123.923,4
67,15,Fantasias - Remix,Rauw Alejandro,185269,2020-03-14,0A37XY67wSdGqkGjtfW6aV,2020,9217230,Fantasias (Remix) [feat. Farruko & Lunay],2020-03-06,267241,81,0.206,0.816,0.72,0.0,0.277,-4.454,0.0684,0.78,94.004,4
68,15,Fantasias - Remix,Rauw Alejandro,170786,2020-03-15,0A37XY67wSdGqkGjtfW6aV,2020,9217230,Fantasias (Remix) [feat. Farruko & Lunay],2020-03-06,267241,81,0.206,0.816,0.72,0.0,0.277,-4.454,0.0684,0.78,94.004,4
69,14,Fantasias - Remix,Rauw Alejandro,192903,2020-03-16,0A37XY67wSdGqkGjtfW6aV,2020,9217230,Fantasias (Remix) [feat. Farruko & Lunay],2020-03-06,267241,81,0.206,0.816,0.72,0.0,0.277,-4.454,0.0684,0.78,94.004,4
70,12,Fantasias - Remix,Rauw Alejandro,197269,2020-03-17,0A37XY67wSdGqkGjtfW6aV,2020,9217230,Fantasias (Remix) [feat. Farruko & Lunay],2020-03-06,267241,81,0.206,0.816,0.72,0.0,0.277,-4.454,0.0684,0.78,94.004,4
71,13,Fantasias - Remix,Rauw Alejandro,201342,2020-03-18,0A37XY67wSdGqkGjtfW6aV,2020,9217230,Fantasias (Remix) [feat. Farruko & Lunay],2020-03-06,267241,81,0.206,0.816,0.72,0.0,0.277,-4.454,0.0684,0.78,94.004,4
72,14,Fantasias - Remix,Rauw Alejandro,194013,2020-03-19,0A37XY67wSdGqkGjtfW6aV,2020,9217230,Fantasias (Remix) [feat. Farruko & Lunay],2020-03-06,267241,81,0.206,0.816,0.72,0.0,0.277,-4.454,0.0684,0.78,94.004,4
73,19,Fantasias - Remix,Rauw Alejandro,199094,2020-03-20,0A37XY67wSdGqkGjtfW6aV,2020,9217230,Fantasias (Remix) [feat. Farruko & Lunay],2020-03-06,267241,81,0.206,0.816,0.72,0.0,0.277,-4.454,0.0684,0.78,94.004,4
74,18,Fantasias - Remix,Rauw Alejandro,186926,2020-03-21,0A37XY67wSdGqkGjtfW6aV,2020,9217230,Fantasias (Remix) [feat. Farruko & Lunay],2020-03-06,267241,81,0.206,0.816,0.72,0.0,0.277,-4.454,0.0684,0.78,94.004,4
75,18,Fantasias - Remix,Rauw Alejandro,171272,2020-03-22,0A37XY67wSdGqkGjtfW6aV,2020,9217230,Fantasias (Remix) [feat. Farruko & Lunay],2020-03-06,267241,81,0.206,0.816,0.72,0.0,0.277,-4.454,0.0684,0.78,94.004,4
76,16,Fantasias - Remix,Rauw Alejandro,188858,2020-03-23,0A37XY67wSdGqkGjtfW6aV,2020,9217230,Fantasias (Remix) [feat. Farruko & Lunay],2020-03-06,267241,81,0.206,0.816,0.72,0.0,0.277,-4.454,0.0684,0.78,94.004,4
77,17,Fantasias - Remix,Rauw Alejandro,184722,2020-03-24,0A37XY67wSdGqkGjtfW6aV,2020,9217230,Fantasias (Remix) [feat. Farruko & Lunay],2020-03-06,267241,81,0.206,0.816,0.72,0.0,0.277,-4.454,0.0684,0.78,94.004,4
78,17,Fantasias - Remix,Rauw Alejandro,184688,2020-03-25,0A37XY67wSdGqkGjtfW6aV,2020,9217230,Fantasias (Remix) [feat. Farruko & Lunay],2020-03-06,267241,81,0.206,0.816,0.72,0.0,0.277,-4.454,0.0684,0.78,94.004,4
79,15,Fantasias - Remix,Rauw Alejandro,186210,2020-03-26,0A37XY67wSdGqkGjtfW6aV,2020,9217230,Fantasias (Remix) [feat. Farruko & Lunay],2020-03-06,267241,81,0.206,0.816,0.72,0.0,0.277,-4.454,0.0684,0.78,94.004,4
80,22,Fantasias - Remix,Rauw Alejandro,170516,2020-03-27,0A37XY67wSdGqkGjtfW6aV,2020,9217230,Fantasias (Remix) [feat. Farruko & Lunay],2020-03-06,267241,81,0.206,0.816,0.72,0.0,0.277,-4.454,0.0684,0.78,94.004,4
81,25,Fantasias - Remix,Rauw Alejandro,166137,2020-03-28,0A37XY67wSdGqkGjtfW6aV,2020,9217230,Fantasias (Remix) [feat. Farruko & Lunay],2020-03-06,267241,81,0.206,0.816,0.72,0.0,0.277,-4.454,0.0684,0.78,94.004,4
82,24,Fantasias - Remix,Rauw Alejandro,146753,2020-03-29,0A37XY67wSdGqkGjtfW6aV,2020,9217230,Fantasias (Remix) [feat. Farruko & Lunay],2020-03-06,267241,81,0.206,0.816,0.72,0.0,0.277,-4.454,0.0684,0.78,94.004,4
83,23,Fantasias - Remix,Rauw Alejandro,146623,2020-03-30,0A37XY67wSdGqkGjtfW6aV,2020,9217230,Fantasias (Remix) [feat. Farruko & Lunay],2020-03-06,267241,81,0.206,0.816,0.72,0.0,0.277,-4.454,0.0684,0.78,94.004,4
84,21,Fantasias - Remix,Rauw Alejandro,150441,2020-03-31,0A37XY67wSdGqkGjtfW6aV,2020,9217230,Fantasias (Remix) [feat. Farruko & Lunay],2020-03-06,267241,81,0.206,0.816,0.72,0.0,0.277,-4.454,0.0684,0.78,94.004,4
85,19,Fantasias - Remix,Rauw Alejandro,159616,2020-04-01,0A37XY67wSdGqkGjtfW6aV,2020,9217230,Fantasias (Remix) [feat. Farruko & Lunay],2020-03-06,267241,81,0.206,0.816,0.72,0.0,0.277,-4.454,0.0684,0.78,94.004,4
86,18,Fantasias - Remix,Rauw Alejandro,160237,2020-04-02,0A37XY67wSdGqkGjtfW6aV,2020,9217230,Fantasias (Remix) [feat. Farruko & Lunay],2020-03-06,267241,81,0.206,0.816,0.72,0.0,0.277,-4.454,0.0684,0.78,94.004,4
87,20,Fantasias - Remix,Rauw Alejandro,158029,2020-04-03,0A37XY67wSdGqkGjtfW6aV,2020,9217230,Fantasias (Remix) [feat. Farruko & Lunay],2020-03-06,267241,81,0.206,0.816,0.72,0.0,0.277,-4.454,0.0684,0.78,94.004,4
88,22,Fantasias - Remix,Rauw Alejandro,161648,2020-04-04,0A37XY67wSdGqkGjtfW6aV,2020,9217230,Fantasias (Remix) [feat. Farruko & Lunay],2020-03-06,267241,81,0.206,0.816,0.72,0.0,0.277,-4.454,0.0684,0.78,94.004,4
89,21,Fantasias - Remix,Rauw Alejandro,144469,2020-04-05,0A37XY67wSdGqkGjtfW6aV,2020,9217230,Fantasias (Remix) [feat. Farruko & Lunay],2020-03-06,267241,81,0.206,0.816,0.72,0.0,0.277,-4.454,0.0684,0.78,94.004,4
90,20,Fantasias - Remix,Rauw Alejandro,152174,2020-04-06,0A37XY67wSdGqkGjtfW6aV,2020,9217230,Fantasias (Remix) [feat. Farruko & Lunay],2020-03-06,267241,81,0.206,0.816,0.72,0.0,0.277,-4.454,0.0684,0.78,94.004,4
91,21,Fantasias - Remix,Rauw Alejandro,155359,2020-04-07,0A37XY67wSdGqkGjtfW6aV,2020,9217230,Fantasias (Remix) [feat. Farruko & Lunay],2020-03-06,267241,81,0.206,0.816,0.72,0.0,0.277,-4.454,0.0684,0.78,94.004,4
92,21,Fantasias - Remix,Rauw Alejandro,161446,2020-04-08,0A37XY67wSdGqkGjtfW6aV,2020,9217230,Fantasias (Remix) [feat. Farruko & Lunay],2020-03-06,267241,81,0.206,0.816,0.72,0.0,0.277,-4.454,0.0684,0.78,94.004,4
93,22,Fantasias - Remix,Rauw Alejandro,148954,2020-04-09,0A37XY67wSdGqkGjtfW6aV,2020,9217230,Fantasias (Remix) [feat. Farruko & Lunay],2020-03-06,267241,81,0.206,0.816,0.72,0.0,0.277,-4.454,0.0684,0.78,94.004,4
94,25,Fantasias - Remix,Rauw Alejandro,145994,2020-04-10,0A37XY67wSdGqkGjtfW6aV,2020,9217230,Fantasias (Remix) [feat. Farruko & Lunay],2020-03-06,267241,81,0.206,0.816,0.72,0.0,0.277,-4.454,0.0684,0.78,94.004,4
95,24,Fantasias - Remix,Rauw Alejandro,150343,2020-04-11,0A37XY67wSdGqkGjtfW6aV,2020,9217230,Fantasias (Remix) [feat. Farruko & Lunay],2020-03-06,267241,81,0.206,0.816,0.72,0.0,0.277,-4.454,0.0684,0.78,94.004,4
96,24,Fantasias - Remix,Rauw Alejandro,137391,2020-04-12,0A37XY67wSdGqkGjtfW6aV,2020,9217230,Fantasias (Remix) [feat. Farruko & Lunay],2020-03-06,267241,81,0.206,0.816,0.72,0.0,0.277,-4.454,0.0684,0.78,94.004,4
97,24,Fantasias - Remix,Rauw Alejandro,139481,2020-04-13,0A37XY67wSdGqkGjtfW6aV,2020,9217230,Fantasias (Remix) [feat. Farruko & Lunay],2020-03-06,267241,81,0.206,0.816,0.72,0.0,0.277,-4.454,0.0684,0.78,94.004,4
98,25,Fantasias - Remix,Rauw Alejandro,142966,2020-04-14,0A37XY67wSdGqkGjtfW6aV,2020,9217230,Fantasias (Remix) [feat. Farruko & Lunay],2020-03-06,267241,81,0.206,0.816,0.72,0.0,0.277,-4.454,0.0684,0.78,94.004,4
99,27,Fantasias - Remix,Rauw Alejandro,136258,2020-04-15,0A37XY67wSdGqkGjtfW6aV,2020,9217230,Fantasias (Remix) [feat. Farruko & Lunay],2020-03-06,267241,81,0.206,0.816,0.72,0.0,0.277,-4.454,0.0684,0.78,94.004,4
100,28,Fantasias - Remix,Rauw Alejandro,140456,2020-04-16,0A37XY67wSdGqkGjtfW6aV,2020,9217230,Fantasias (Remix) [feat. Farruko & Lunay],2020-03-06,267241,81,0.206,0.816,0.72,0.0,0.277,-4.454,0.0684,0.78,94.004,4
101,29,Fantasias - Remix,Rauw Alejandro,137892,2020-04-17,0A37XY67wSdGqkGjtfW6aV,2020,9217230,Fantasias (Remix) [feat. Farruko & Lunay],2020-03-06,267241,81,0.206,0.816,0.72,0.0,0.277,-4.454,0.0684,0.78,94.004,4
102,29,Fantasias - Remix,Rauw Alejandro,136353,2020-04-18,0A37XY67wSdGqkGjtfW6aV,2020,9217230,Fantasias (Remix) [feat. Farruko & Lunay],2020-03-06,267241,81,0.206,0.816,0.72,0.0,0.277,-4.454,0.0684,0.78,94.004,4
103,29,Fantasias - Remix,Rauw Alejandro,120176,2020-04-19,0A37XY67wSdGqkGjtfW6aV,2020,9217230,Fantasias (Remix) [feat. Farruko & Lunay],2020-03-06,267241,81,0.206,0.816,0.72,0.0,0.277,-4.454,0.0684,0.78,94.004,4
104,29,Fantasias - Remix,Rauw Alejandro,130494,2020-04-20,0A37XY67wSdGqkGjtfW6aV,2020,9217230,Fantasias (Remix) [feat. Farruko & Lunay],2020-03-06,267241,81,0.206,0.816,0.72,0.0,0.277,-4.454,0.0684,0.78,94.004,4
105,29,Fantasias - Remix,Rauw Alejandro,126397,2020-04-21,0A37XY67wSdGqkGjtfW6aV,2020,9217230,Fantasias (Remix) [feat. Farruko & Lunay],2020-03-06,267241,81,0.206,0.816,0.72,0.0,0.277,-4.454,0.0684,0.78,94.004,4
106,28,Fantasias - Remix,Rauw Alejandro,134644,2020-04-22,0A37XY67wSdGqkGjtfW6aV,2020,9217230,Fantasias (Remix) [feat. Farruko & Lunay],2020-03-06,267241,81,0.206,0.816,0.72,0.0,0.277,-4.454,0.0684,0.78,94.004,4
107,29,Fantasias - Remix,Rauw Alejandro,134767,2020-04-23,0A37XY67wSdGqkGjtfW6aV,2020,9217230,Fantasias (Remix) [feat. Farruko & Lunay],2020-03-06,267241,81,0.206,0.816,0.72,0.0,0.277,-4.454,0.0684,0.78,94.004,4
108,27,Fantasias - Remix,Rauw Alejandro,141736,2020-04-24,0A37XY67wSdGqkGjtfW6aV,2020,9217230,Fantasias (Remix) [feat. Farruko & Lunay],2020-03-06,267241,81,0.206,0.816,0.72,0.0,0.277,-4.454,0.0684,0.78,94.004,4
109,29,Fantasias - Remix,Rauw Alejandro,136052,2020-04-25,0A37XY67wSdGqkGjtfW6aV,2020,9217230,Fantasias (Remix) [feat. Farruko & Lunay],2020-03-06,267241,81,0.206,0.816,0.72,0.0,0.277,-4.454,0.0684,0.78,94.004,4
110,30,Fantasias - Remix,Rauw Alejandro,123152,2020-04-26,0A37XY67wSdGqkGjtfW6aV,2020,9217230,Fantasias (Remix) [feat. Farruko & Lunay],2020-03-06,267241,81,0.206,0.816,0.72,0.0,0.277,-4.454,0.0684,0.78,94.004,4
